User_ID,Name,Age,Country,Signup_Date,Email_Confirmed,Subscription_Type,Monthly_Spend,Churned
3944,Eve,35,UK,2020-05-13,False,Free,433.2,No
3945,Grace,44,USA,2019-05-27,False,Free,487.32,No
3946,Eve,33,Canada,2023-06-25,False,Enterprise,27.65,No
3947,Eve,38,Australia,2023-03-05,False,Free,354.59,Yes
3948,David,22,Australia,2022-09-23,True,Enterprise,126.12,No
3949,Eve,46,Australia,2022-01-13,True,Enterprise,215.01,No
3950,Charlie,54,Australia,2021-06-09,True,Basic,135.32,No
3951,David,39,Australia,2021-03-17,False,Basic,107.12,No
3952,Alice,31,Germany,2021-04-25,False,Basic,220.49,No
3953,Eve,36,USA,2022-03-12,False,Enterprise,185.8,No
3954,Eve,52,USA,2021-06-09,False,Premium,212.9,No
3955,Alice,41,UK,2022-08-27,False,Enterprise,404.04,Yes
3956,Eve,59,UK,2022-10-24,True,Basic,489.32,No
3957,Alice,23,Germany,2023-09-27,False,Basic,71.67,Yes
3958,David,20,USA,2023-09-16,False,Free,372.05,Yes
3959,Charlie,51,UK,2021-03-23,False,Basic,274.55,No
3960,Alice,19,Canada,2021-08-28,True,Premium,186.51,Yes
3961,Bob,32,Australia,2023-01-04,True,Enterprise,330.29,No
3962,Alice,54,Australia,2019-03-08,True,Premium,440.76,No
3963,Eve,32,USA,2023-10-24,False,Enterprise,320.75,No
3964,Grace,49,Australia,2023-12-03,False,Free,351.82,Yes
3965,Grace,38,Australia,2021-04-17,False,Free,74.12,Yes
3966,David,34,Canada,2021-07-15,True,Premium,356.46,No
3967,Faythe,51,India,2023-04-07,False,Free,493.06,No
3968,David,49,Germany,2019-12-07,False,Enterprise,479.8,Yes
3969,Faythe,40,UK,2023-08-29,True,Free,204.6,Yes
3970,Grace,52,India,2019-04-12,True,Enterprise,441.13,Yes
3971,Grace,54,UK,2022-08-30,True,Enterprise,295.68,No
3972,Alice,58,India,2021-08-09,True,Premium,59.15,Yes
3973,Charlie,54,Australia,2022-02-07,True,Enterprise,489.1,No
3974,Bob,50,UK,2021-06-25,True,Free,306.59,Yes
3975,David,42,Germany,2022-12-26,True,Premium,52.94,No
3976,Eve,54,USA,2019-12-08,True,Enterprise,286.13,Yes
3977,Faythe,57,Canada,2021-04-07,False,Enterprise,360.72,Yes
3978,Eve,38,India,2022-04-17,True,Enterprise,118.63,No
3979,Charlie,55,Canada,2020-11-09,False,Premium,341.22,No
3980,Faythe,57,Canada,2019-05-14,True,Enterprise,482.97,Yes
3981,David,51,UK,2021-11-19,False,Premium,115.82,Yes
3982,Alice,36,USA,2021-05-24,False,Free,245.42,Yes
3983,Eve,44,UK,2023-02-05,False,Premium,157.0,Yes
3984,Charlie,26,Canada,2021-09-22,False,Basic,193.95,Yes
3985,David,22,Australia,2020-01-20,True,Basic,418.56,No
3986,Grace,22,Germany,2020-08-20,True,Enterprise,411.77,Yes
3987,Grace,42,USA,2019-01-09,False,Enterprise,4.17,Yes
3988,David,43,USA,2019-05-16,False,Basic,61.04,Yes
3989,David,36,Australia,2022-08-06,True,Free,174.5,Yes
3990,David,47,Canada,2021-09-02,True,Premium,151.52,Yes
3991,Faythe,53,UK,2021-09-05,True,Basic,46.79,No
3992,David,33,Australia,2023-07-30,False,Premium,343.83,Yes
3993,Eve,24,Germany,2023-08-03,False,Free,321.35,No
3994,Charlie,35,India,2019-02-12,True,Free,124.06,No
3995,Faythe,38,UK,2022-02-02,True,Basic,180.83,No
3996,David,48,USA,2021-11-20,False,Enterprise,243.98,No
3997,Bob,18,Australia,2023-09-02,True,Free,22.65,No
3998,Bob,20,UK,2023-08-24,True,Free,77.4,No
3999,Charlie,48,India,2021-02-25,True,Premium,323.41,Yes
4000,Grace,42,Germany,2023-11-24,False,Premium,242.83,No
4001,Alice,25,Australia,2022-05-27,False,Basic,300.24,Yes
4002,Alice,18,Germany,2019-04-23,True,Basic,486.65,Yes
4003,Grace,24,India,2021-01-01,False,Premium,377.75,Yes
4004,Faythe,24,India,2023-09-15,True,Free,484.12,Yes
4005,Faythe,25,Canada,2022-07-07,False,Enterprise,295.48,Yes
4006,Faythe,36,USA,2019-01-12,True,Enterprise,0.73,Yes
4007,Alice,34,Canada,2023-02-03,False,Basic,46.89,No
4008,Bob,28,UK,2022-09-25,False,Premium,348.49,Yes
4009,Alice,58,India,2021-05-21,False,Free,152.53,No
4010,Eve,28,Canada,2019-09-03,True,Enterprise,206.89,No
4011,David,55,USA,2022-06-27,True,Enterprise,337.71,No
4012,Faythe,58,USA,2023-05-13,False,Enterprise,166.72,Yes
4013,Bob,19,India,2020-05-23,True,Free,436.83,Yes
4014,Charlie,21,Australia,2022-08-20,True,Free,193.71,Yes
4015,Charlie,45,Canada,2023-03-17,False,Basic,22.16,No
4016,David,50,Germany,2022-10-16,True,Basic,492.1,Yes
4017,Bob,28,India,2023-10-05,False,Premium,244.86,Yes
4018,Alice,20,UK,2019-02-13,True,Premium,175.27,Yes
4019,Alice,57,Canada,2022-09-04,False,Premium,449.58,No
4020,Eve,22,Canada,2020-08-29,False,Premium,430.44,Yes
4021,Eve,38,India,2023-02-21,False,Premium,18.91,Yes
4022,Alice,39,Australia,2022-08-10,True,Basic,404.22,Yes
4023,Charlie,54,Canada,2020-05-23,False,Free,244.98,Yes
4024,Faythe,28,Canada,2023-03-25,False,Enterprise,336.72,Yes
4025,Charlie,39,UK,2023-12-03,False,Free,72.98,Yes
4026,Eve,58,Australia,2022-09-11,False,Basic,333.73,No
4027,David,30,UK,2022-06-30,True,Enterprise,115.05,Yes
4028,Alice,20,Germany,2019-11-04,True,Enterprise,58.67,Yes
4029,Eve,30,UK,2022-09-08,False,Free,67.33,No
4030,Eve,45,Germany,2023-06-20,True,Enterprise,149.97,Yes
4031,Faythe,28,UK,2021-05-16,True,Basic,495.83,No
4032,Alice,28,Germany,2021-06-30,True,Enterprise,27.14,Yes
4033,Faythe,38,Australia,2023-07-24,True,Free,165.46,No
4034,Alice,38,UK,2019-02-05,False,Free,262.53,Yes
4035,Faythe,24,UK,2023-06-29,False,Premium,103.45,No
4036,Charlie,34,India,2020-12-11,True,Basic,480.8,No
4037,David,31,UK,2022-08-07,False,Enterprise,230.28,Yes
4038,David,50,Germany,2023-04-15,False,Enterprise,346.36,Yes
4039,Alice,28,India,2021-07-29,True,Enterprise,179.98,Yes
4040,Bob,30,Germany,2023-06-17,True,Free,97.1,No
4041,Grace,18,UK,2023-02-21,False,Basic,151.81,No
4042,Eve,51,UK,2021-08-18,True,Enterprise,139.84,No
4043,Eve,26,Germany,2019-08-24,False,Basic,423.78,Yes
4044,Alice,30,Australia,2022-11-09,False,Enterprise,7.38,Yes
4045,Faythe,54,Australia,2019-12-27,True,Premium,446.82,Yes
4046,Bob,47,Australia,2023-09-27,True,Premium,196.45,Yes
4047,Charlie,58,Canada,2022-07-03,True,Premium,308.42,Yes
4048,Faythe,54,India,2021-05-17,True,Free,402.78,No
4049,Faythe,24,India,2022-10-14,False,Enterprise,230.49,No
4050,Alice,31,Australia,2023-04-16,True,Free,46.31,Yes
4051,Alice,23,UK,2019-01-25,False,Free,270.85,Yes
4052,Eve,51,India,2021-03-25,True,Free,60.79,Yes
4053,Alice,33,Germany,2021-08-09,True,Premium,412.34,No
4054,Alice,54,UK,2021-09-10,True,Basic,323.95,No
4055,Alice,53,India,2021-10-21,True,Basic,296.07,No
4056,Eve,23,USA,2019-12-24,True,Basic,0.19,Yes
4057,Charlie,25,India,2019-04-28,True,Enterprise,480.04,No
4058,Charlie,41,Australia,2020-04-23,False,Free,65.17,Yes
4059,Grace,20,Germany,2020-11-07,False,Free,91.73,No
4060,Grace,21,India,2020-04-03,True,Enterprise,493.08,No
4061,Alice,49,Canada,2019-04-23,True,Free,44.77,Yes
4062,Grace,18,Australia,2022-05-03,True,Basic,370.82,No
4063,Eve,51,Canada,2023-08-03,True,Free,47.48,No
4064,Charlie,26,UK,2021-11-09,False,Enterprise,366.41,Yes
4065,Faythe,29,Canada,2022-08-02,False,Enterprise,444.69,No
4066,Charlie,27,Germany,2020-04-02,False,Basic,174.85,No
4067,Charlie,27,USA,2023-11-02,False,Free,156.18,No
4068,Eve,40,USA,2023-01-11,False,Enterprise,466.5,No
4069,Grace,23,UK,2023-06-03,True,Enterprise,37.33,Yes
4070,Faythe,41,UK,2020-10-01,True,Enterprise,173.77,Yes
4071,Eve,41,Canada,2022-01-13,False,Basic,326.46,No
4072,Alice,38,Germany,2020-07-29,False,Free,343.74,Yes
4073,David,59,Canada,2022-07-21,True,Premium,226.51,No
4074,Charlie,48,Germany,2021-03-10,True,Free,426.82,No
4075,David,58,Germany,2020-02-07,True,Basic,424.48,No
4076,Eve,47,USA,2019-09-10,False,Basic,408.53,No
4077,Eve,51,Germany,2023-06-18,True,Enterprise,85.39,Yes
4078,Eve,35,India,2023-12-30,False,Enterprise,323.34,No
4079,David,29,Germany,2021-08-15,False,Basic,425.49,Yes
4080,Eve,52,USA,2020-10-23,False,Premium,47.14,Yes
4081,Alice,24,Australia,2022-10-20,False,Premium,122.29,No
4082,Eve,58,Canada,2020-10-30,False,Basic,488.99,Yes
4083,Bob,57,Germany,2020-12-28,False,Enterprise,230.94,No
4084,Grace,42,India,2022-07-07,False,Basic,265.1,No
4085,David,23,UK,2022-12-28,False,Enterprise,175.14,Yes
4086,Bob,18,Canada,2020-09-03,False,Enterprise,196.1,Yes
4087,Eve,33,UK,2022-02-19,False,Basic,447.26,No
4088,Alice,21,India,2023-07-26,True,Free,104.62,No
4089,Charlie,46,USA,2023-03-21,True,Basic,139.57,Yes
4090,Faythe,55,Australia,2021-09-05,True,Free,250.33,No
4091,Grace,45,USA,2023-11-04,True,Premium,155.29,No
4092,Faythe,39,Australia,2020-11-09,True,Enterprise,446.32,No
4093,Eve,25,Canada,2020-07-22,True,Premium,316.49,Yes
4094,Grace,49,Germany,2020-06-26,True,Enterprise,251.87,No
4095,Grace,50,Germany,2020-06-02,False,Enterprise,302.03,No
4096,Alice,30,UK,2019-01-12,False,Basic,9.91,No
4097,Grace,44,USA,2019-01-10,False,Enterprise,370.88,No
4098,David,35,Germany,2019-06-06,False,Premium,167.72,Yes
4099,Bob,35,Australia,2021-10-08,False,Enterprise,304.1,Yes
4100,Bob,30,Germany,2020-12-25,True,Free,416.09,Yes
4101,Bob,39,USA,2019-05-21,True,Free,172.74,Yes
4102,David,31,USA,2020-09-30,True,Basic,18.48,No
4103,Faythe,28,India,2023-09-30,True,Basic,0.48,No
4104,Alice,56,UK,2019-05-17,True,Enterprise,429.92,Yes
4105,Grace,39,USA,2020-11-21,True,Premium,273.26,No
4106,David,53,India,2023-06-12,True,Basic,325.23,No
4107,Bob,34,USA,2022-11-24,False,Basic,298.4,Yes
4108,Eve,49,Canada,2020-03-18,True,Basic,84.5,Yes
4109,Charlie,31,Australia,2023-01-05,False,Free,19.12,Yes
4110,Grace,59,Australia,2022-07-14,True,Premium,121.6,No
4111,David,46,Canada,2020-11-06,False,Basic,495.45,Yes
4112,David,23,Canada,2023-11-20,True,Enterprise,208.9,No
4113,Alice,21,USA,2023-03-17,True,Basic,462.54,Yes
4114,Alice,28,Germany,2019-10-04,True,Basic,130.13,No
4115,David,57,Germany,2023-09-04,True,Free,357.7,No
4116,Bob,27,Canada,2022-10-11,False,Free,13.02,No
4117,Charlie,45,UK,2021-07-21,False,Basic,6.56,No
4118,Grace,28,Australia,2023-12-03,False,Premium,232.94,No
4119,Alice,52,India,2023-08-05,False,Free,324.54,No
4120,Grace,32,Canada,2022-01-21,False,Basic,481.12,No
4121,Bob,25,Australia,2020-10-02,False,Premium,14.85,No
4122,Grace,37,India,2022-03-05,True,Basic,493.94,Yes
4123,Eve,38,India,2019-04-21,True,Premium,235.91,Yes
4124,Alice,18,Canada,2021-12-03,False,Enterprise,383.19,Yes
4125,Bob,46,Germany,2021-06-09,False,Free,323.14,Yes
4126,Bob,41,UK,2019-07-30,False,Enterprise,123.89,No
4127,Charlie,47,Australia,2019-12-09,False,Premium,166.27,No
4128,Charlie,57,Canada,2022-10-14,True,Free,295.56,Yes
4129,Eve,52,India,2019-12-27,False,Free,48.18,Yes
4130,Bob,50,Australia,2022-09-16,True,Enterprise,387.36,No
4131,Faythe,37,USA,2020-02-15,True,Premium,399.79,Yes
4132,Bob,33,USA,2021-01-28,True,Free,410.32,Yes
4133,Charlie,26,Australia,2020-05-22,True,Premium,424.29,Yes
4134,Faythe,48,Australia,2019-08-20,False,Premium,344.55,No
4135,Alice,34,India,2021-03-14,True,Free,371.97,Yes
4136,Alice,48,Canada,2022-04-08,False,Free,294.34,No
4137,Grace,40,Germany,2022-11-28,False,Free,113.34,No
4138,David,23,Canada,2019-08-22,False,Enterprise,41.52,No
4139,Charlie,47,UK,2020-06-03,True,Free,89.28,Yes
4140,David,24,Australia,2019-10-29,False,Free,96.55,Yes
4141,Faythe,57,USA,2019-04-10,False,Basic,378.95,Yes
4142,Charlie,59,India,2019-09-10,False,Basic,473.87,Yes
4143,Eve,28,Germany,2019-11-04,True,Enterprise,407.22,Yes
4144,Bob,51,Canada,2021-03-04,False,Enterprise,496.1,No
4145,Eve,29,UK,2021-03-13,True,Basic,21.83,Yes
4146,Faythe,44,Canada,2023-09-20,False,Enterprise,16.04,No
4147,Charlie,29,UK,2020-01-22,True,Basic,341.77,Yes
4148,Faythe,30,Canada,2022-02-20,True,Basic,12.8,No
4149,Bob,25,Germany,2019-05-12,False,Premium,445.36,No
4150,Alice,33,Germany,2022-06-13,True,Enterprise,236.09,Yes
4151,Alice,46,India,2019-08-09,False,Free,462.2,No
4152,Faythe,52,Germany,2019-03-03,False,Basic,124.93,Yes
4153,David,46,UK,2021-04-11,False,Premium,321.2,Yes
4154,Charlie,48,India,2023-09-10,False,Premium,349.53,Yes
4155,Charlie,30,Germany,2021-01-01,False,Basic,143.63,Yes
4156,Alice,29,USA,2020-02-07,False,Enterprise,183.63,Yes
4157,Grace,19,UK,2019-06-20,False,Basic,275.73,No
4158,Eve,50,India,2023-02-08,True,Enterprise,191.82,No
4159,Grace,25,UK,2023-06-06,False,Basic,245.76,Yes
4160,Bob,58,India,2019-01-14,False,Basic,228.0,No
4161,Eve,57,UK,2019-09-27,True,Premium,333.0,Yes
4162,Eve,58,USA,2021-12-13,True,Free,40.66,Yes
4163,Faythe,49,Germany,2022-12-07,True,Free,478.31,No
4164,Alice,55,Canada,2022-02-28,True,Premium,51.42,Yes
4165,Grace,45,Canada,2023-06-22,True,Enterprise,169.05,No
4166,Grace,32,Canada,2020-12-13,False,Basic,4.35,Yes
4167,Alice,40,India,2021-05-21,False,Enterprise,408.01,Yes
4168,Grace,41,Germany,2023-12-02,False,Free,56.26,No
4169,Alice,30,Australia,2023-10-23,False,Enterprise,139.25,Yes
4170,Faythe,38,India,2023-03-21,True,Basic,225.88,No
4171,David,29,India,2020-09-20,True,Free,421.99,No
4172,Eve,30,India,2019-10-28,False,Enterprise,383.62,Yes
4173,Faythe,56,Australia,2020-12-04,False,Enterprise,74.96,No
4174,Charlie,40,India,2020-03-02,False,Enterprise,223.33,No
4175,Bob,45,Germany,2019-04-26,False,Free,166.37,No
4176,David,31,Canada,2019-08-24,True,Free,474.25,No
4177,Charlie,34,UK,2023-05-06,True,Enterprise,427.87,Yes
4178,Eve,41,India,2019-01-13,False,Premium,75.21,No
4179,Grace,51,Germany,2022-05-26,True,Basic,214.82,Yes
4180,Alice,39,USA,2022-09-14,False,Free,222.34,Yes
4181,Eve,27,UK,2019-03-09,True,Free,480.46,No
4182,Faythe,25,India,2021-01-12,True,Free,397.63,No
4183,Bob,38,India,2021-04-16,True,Basic,404.52,Yes
4184,Faythe,54,UK,2020-01-26,True,Free,184.06,No
4185,David,24,UK,2022-01-20,False,Premium,347.77,Yes
4186,David,43,India,2019-04-14,False,Free,160.12,Yes
4187,Bob,30,Germany,2023-06-02,False,Free,412.27,Yes
4188,Charlie,33,USA,2022-12-20,False,Premium,480.04,Yes
4189,Charlie,47,Germany,2020-09-05,True,Basic,305.06,Yes
4190,David,48,Australia,2021-02-11,False,Basic,264.37,Yes
4191,David,22,Canada,2019-10-31,False,Free,436.25,No
4192,Grace,49,Canada,2020-01-14,False,Basic,452.51,Yes
4193,Alice,33,Canada,2023-10-28,False,Premium,45.1,No
4194,Grace,26,India,2022-10-03,True,Basic,348.66,Yes
4195,Grace,39,USA,2022-04-13,False,Free,314.23,Yes
4196,Charlie,57,USA,2022-11-16,True,Premium,105.09,No
4197,Bob,54,Australia,2022-11-29,True,Free,62.43,Yes
4198,Charlie,31,India,2019-03-29,True,Premium,142.63,No
4199,Alice,33,India,2020-09-21,True,Premium,84.49,Yes
4200,Faythe,37,India,2023-12-21,True,Free,121.29,Yes
4201,David,32,USA,2023-08-04,False,Free,458.81,No
4202,David,43,India,2020-09-16,True,Basic,458.11,Yes
4203,Alice,26,UK,2022-06-26,True,Enterprise,126.77,Yes
4204,Grace,18,UK,2020-01-01,True,Basic,101.06,No
4205,Bob,52,UK,2022-01-17,False,Free,227.27,No
4206,David,37,India,2021-05-26,True,Free,331.99,No
4207,Eve,23,UK,2021-01-01,False,Basic,68.96,No
4208,Grace,59,Australia,2021-09-25,True,Enterprise,408.69,No
4209,David,27,India,2020-03-31,False,Enterprise,36.79,Yes
4210,Eve,50,Australia,2020-02-19,True,Free,56.68,No
4211,Alice,33,UK,2020-03-30,False,Enterprise,318.2,Yes
4212,Alice,53,India,2023-05-06,False,Premium,102.11,No
4213,Grace,23,Germany,2020-05-25,False,Basic,114.53,Yes
4214,David,36,Canada,2022-04-13,False,Enterprise,438.18,No
4215,Charlie,48,Germany,2021-07-23,True,Enterprise,182.09,No
4216,Eve,19,Canada,2019-07-28,False,Basic,460.63,Yes
4217,Bob,35,Canada,2023-07-11,False,Premium,54.35,Yes
4218,David,59,UK,2022-08-29,True,Enterprise,465.83,No
4219,Bob,45,Canada,2020-01-06,True,Premium,457.36,No
4220,David,21,Canada,2022-08-29,False,Free,269.88,No
4221,Charlie,18,Germany,2021-03-13,True,Free,379.16,No
4222,Charlie,59,Canada,2023-03-08,False,Premium,218.58,No
4223,Grace,33,India,2019-03-27,False,Premium,382.85,No
4224,Grace,19,Australia,2020-10-08,False,Basic,121.52,Yes
4225,Charlie,53,Australia,2021-03-31,True,Basic,451.57,No
4226,Faythe,18,India,2022-07-13,True,Basic,394.23,Yes
4227,Charlie,56,UK,2022-05-28,False,Enterprise,366.29,No
4228,Alice,40,Germany,2019-10-22,False,Free,402.43,Yes
4229,Alice,43,USA,2023-09-18,False,Basic,172.42,No
4230,Faythe,28,Australia,2020-05-20,True,Enterprise,94.96,Yes
4231,Eve,59,Germany,2022-04-01,True,Enterprise,177.41,No
4232,Bob,18,Australia,2022-02-24,True,Premium,19.37,Yes
4233,David,28,USA,2021-04-06,True,Basic,135.12,Yes
4234,David,41,Canada,2019-04-27,False,Premium,303.65,Yes
4235,Faythe,27,USA,2022-11-30,False,Premium,423.27,Yes
4236,Alice,31,Canada,2020-10-10,False,Enterprise,465.16,Yes
4237,Grace,31,Australia,2023-11-27,False,Free,361.09,Yes
4238,David,24,Germany,2019-12-22,True,Enterprise,445.93,No
4239,Alice,40,Germany,2021-02-14,False,Enterprise,145.68,Yes
4240,Eve,39,UK,2021-10-19,True,Enterprise,338.85,Yes
4241,Bob,53,Australia,2022-05-30,True,Free,488.38,No
4242,Eve,44,UK,2022-10-31,True,Basic,305.4,Yes
4243,Faythe,19,Australia,2022-08-30,False,Enterprise,213.94,Yes
4244,Charlie,56,Canada,2022-03-19,False,Enterprise,131.34,No
4245,Charlie,36,Australia,2019-08-24,False,Basic,157.38,Yes
4246,Charlie,24,Australia,2022-04-06,False,Basic,101.24,No
4247,Eve,29,Canada,2023-02-27,False,Enterprise,351.44,Yes
4248,David,20,India,2022-12-06,True,Free,362.0,No
4249,Bob,22,India,2021-07-30,False,Premium,389.77,No
4250,Charlie,25,Australia,2019-03-10,False,Premium,233.72,No
4251,Faythe,31,India,2023-10-11,False,Enterprise,69.13,Yes
4252,Faythe,53,Germany,2023-05-07,False,Free,210.96,Yes
4253,Charlie,24,Australia,2019-09-24,True,Basic,374.28,No
4254,Charlie,24,USA,2022-03-19,True,Free,427.9,Yes
4255,Bob,49,Canada,2021-03-25,True,Premium,40.58,No
4256,Charlie,25,UK,2023-03-29,False,Free,121.95,No
4257,Bob,29,Canada,2020-01-17,True,Enterprise,480.98,Yes
4258,Faythe,27,Australia,2023-06-24,False,Free,215.98,Yes
4259,Charlie,31,USA,2020-01-09,True,Premium,35.33,No
4260,Eve,26,Canada,2020-11-15,False,Enterprise,101.85,No
4261,Grace,55,UK,2020-05-20,False,Enterprise,413.79,No
4262,Eve,47,UK,2019-08-25,True,Free,379.74,Yes
4263,Faythe,22,USA,2023-05-30,True,Enterprise,108.74,Yes
4264,Bob,18,UK,2019-11-21,True,Free,50.78,No
4265,Eve,18,Germany,2022-06-27,False,Free,39.7,No
4266,Bob,37,UK,2020-08-12,False,Basic,249.83,No
4267,Eve,28,USA,2021-02-28,False,Premium,347.78,Yes
4268,Eve,43,USA,2023-01-14,False,Basic,161.87,Yes
4269,Bob,20,Canada,2021-01-23,False,Premium,43.1,Yes
4270,David,23,UK,2022-12-16,True,Premium,246.0,Yes
4271,Eve,28,UK,2022-05-24,False,Enterprise,109.48,No
4272,Charlie,25,Australia,2021-01-01,False,Premium,90.46,Yes
4273,Grace,46,Australia,2019-01-21,True,Free,387.33,No
4274,Faythe,27,USA,2019-11-01,True,Basic,302.2,Yes
4275,David,51,Australia,2022-10-08,False,Enterprise,157.55,No
4276,Bob,41,Canada,2020-08-26,False,Enterprise,230.27,No
4277,David,34,Canada,2021-03-17,False,Premium,111.96,No
4278,Alice,49,Germany,2021-10-06,False,Basic,280.83,Yes
4279,Alice,28,Germany,2020-03-20,False,Basic,378.5,No
4280,Eve,51,USA,2023-06-24,True,Basic,214.2,Yes
4281,Eve,41,Canada,2019-09-23,False,Enterprise,191.87,No
4282,Charlie,22,Canada,2021-09-23,True,Basic,125.88,Yes
4283,Grace,46,Germany,2022-04-06,True,Free,161.74,Yes
4284,Faythe,51,Australia,2021-12-17,False,Free,180.03,Yes
4285,David,33,Germany,2020-08-23,True,Premium,156.4,No
4286,Alice,42,USA,2023-09-05,False,Premium,45.15,No
4287,Eve,54,Canada,2023-08-08,False,Free,73.91,Yes
4288,Faythe,25,USA,2020-09-24,True,Premium,498.12,No
4289,David,46,Germany,2021-01-26,True,Enterprise,181.52,Yes
4290,Eve,42,UK,2019-11-20,True,Free,402.69,No
4291,Eve,59,Germany,2022-07-13,False,Enterprise,358.65,No
4292,Alice,40,Canada,2021-12-21,True,Basic,282.08,No
4293,Alice,51,USA,2019-03-30,True,Enterprise,224.91,Yes
4294,Eve,20,Australia,2020-02-20,True,Basic,332.64,No
4295,Bob,47,Australia,2023-05-27,True,Free,292.11,Yes
4296,Eve,51,Canada,2020-11-12,True,Premium,366.96,No
4297,Faythe,49,Germany,2023-09-05,True,Premium,496.92,Yes
4298,Eve,46,Germany,2022-01-04,True,Free,157.45,Yes
4299,Charlie,26,India,2020-02-09,True,Enterprise,166.98,Yes
4300,Grace,19,Germany,2019-12-31,False,Free,344.58,Yes
4301,Charlie,56,Canada,2023-08-21,False,Basic,422.26,Yes
4302,Charlie,24,USA,2023-10-15,True,Premium,94.97,Yes
4303,Bob,22,USA,2020-01-20,False,Basic,427.34,Yes
4304,Bob,25,India,2019-01-09,False,Free,448.22,No
4305,Eve,49,Australia,2020-05-29,False,Premium,197.43,Yes
4306,Charlie,35,Canada,2022-10-24,True,Basic,133.28,No
4307,Bob,55,Germany,2019-11-05,False,Premium,200.29,Yes
4308,Alice,35,UK,2019-06-19,False,Premium,93.31,Yes
4309,Eve,58,USA,2019-05-27,True,Free,29.59,Yes
4310,Faythe,33,Canada,2023-03-22,True,Basic,398.63,No
4311,Grace,38,India,2023-09-03,False,Free,284.91,No
4312,David,27,UK,2019-03-21,False,Enterprise,247.05,Yes
4313,Eve,59,Australia,2021-03-14,False,Basic,106.99,No
4314,David,21,Canada,2020-03-27,True,Free,276.21,Yes
4315,Charlie,25,Germany,2023-01-29,True,Free,200.82,Yes
4316,Grace,36,Australia,2023-10-26,False,Enterprise,253.09,Yes
4317,David,57,USA,2021-09-04,False,Free,45.4,No
4318,Charlie,57,Germany,2021-03-17,True,Enterprise,461.4,Yes
4319,Alice,26,India,2023-04-28,True,Basic,382.09,Yes
4320,David,47,USA,2021-01-26,True,Enterprise,370.6,Yes
4321,Grace,34,UK,2022-12-06,False,Enterprise,290.89,No
4322,Eve,57,USA,2023-05-05,False,Free,113.83,No
4323,Charlie,32,Germany,2019-10-22,True,Premium,51.79,Yes
4324,Eve,21,Australia,2022-02-27,True,Free,180.7,No
4325,Grace,23,Canada,2023-11-23,False,Premium,206.4,No
4326,Bob,33,Canada,2022-04-03,False,Basic,380.51,No
4327,Charlie,43,Canada,2020-09-04,False,Premium,74.07,No
4328,David,54,India,2021-06-01,False,Enterprise,408.42,No
4329,Charlie,40,India,2020-03-25,False,Premium,221.45,No
4330,Eve,30,Canada,2023-12-16,False,Premium,399.98,No
4331,Alice,34,UK,2023-03-11,True,Enterprise,247.36,Yes
4332,Charlie,44,Germany,2019-03-10,True,Premium,25.77,Yes
4333,David,39,UK,2020-07-09,True,Premium,304.04,Yes
4334,Bob,54,Canada,2021-06-27,False,Basic,213.6,Yes
4335,Faythe,36,Germany,2023-08-13,False,Basic,229.65,Yes
4336,Alice,56,India,2020-05-14,True,Basic,391.29,No
4337,Bob,52,USA,2022-03-04,False,Enterprise,111.29,Yes
4338,Charlie,30,USA,2021-04-09,True,Basic,12.82,Yes
4339,Eve,31,Germany,2020-05-16,True,Basic,143.08,Yes
4340,Grace,48,UK,2021-08-31,True,Enterprise,77.56,No
4341,Eve,19,Germany,2022-09-30,True,Enterprise,171.91,No
4342,David,56,UK,2020-12-30,True,Enterprise,104.01,Yes
4343,Eve,54,Australia,2021-06-19,False,Enterprise,48.52,Yes
4344,Alice,31,UK,2020-10-21,True,Basic,413.79,No
4345,Eve,26,USA,2023-07-20,False,Free,104.72,Yes
4346,David,27,India,2021-01-30,False,Premium,181.9,Yes
4347,Faythe,24,Canada,2019-02-23,True,Basic,0.94,No
4348,Charlie,45,India,2019-11-28,False,Free,385.85,Yes
4349,Grace,42,Canada,2021-08-16,True,Basic,231.64,Yes
4350,Charlie,45,Australia,2022-12-14,False,Basic,432.34,Yes
4351,Eve,19,USA,2023-10-25,False,Enterprise,26.41,Yes
4352,Bob,34,Canada,2023-10-11,False,Free,81.91,Yes
4353,Charlie,21,Australia,2020-10-17,True,Basic,128.85,Yes
4354,Faythe,30,UK,2019-11-09,False,Premium,444.08,No
4355,Eve,35,Germany,2022-03-07,True,Enterprise,177.02,No
4356,Grace,20,Canada,2019-12-21,False,Premium,93.45,Yes
4357,David,54,India,2023-03-06,False,Free,400.73,Yes
4358,Faythe,50,USA,2019-08-13,False,Basic,151.16,No
4359,Eve,58,USA,2020-09-05,True,Premium,174.81,Yes
4360,Faythe,41,Australia,2019-04-09,False,Free,327.31,Yes
4361,Charlie,25,Germany,2019-11-03,False,Enterprise,191.91,Yes
4362,Grace,52,UK,2021-03-05,True,Premium,8.23,Yes
4363,David,19,UK,2020-01-26,False,Free,494.58,No
4364,Eve,50,USA,2022-01-19,True,Free,119.33,No
4365,Alice,29,UK,2020-01-09,False,Premium,122.18,No
4366,David,39,Australia,2019-07-23,False,Basic,66.97,Yes
4367,Alice,30,Germany,2023-11-09,True,Free,78.98,Yes
4368,Faythe,27,USA,2020-08-31,False,Premium,250.99,Yes
4369,Bob,34,UK,2020-09-24,True,Enterprise,469.87,Yes
